planta,fecha,turno,linea,sku,lote_resina,kg_consumida,kg_scrap,unidades_producidas,unidades_rechazadas,cambios_molde,cambios_color,paro_no_programado_min,arranque_post_mantenimiento,nota_supervisor
Envases del Pacífico S.A.S.,2026-06-04,mañana,L1,ENV-1000,R-P0043,432.11,14.29,10926,243,0,0,0,1,sin novedad
Envases del Pacífico S.A.S.,2026-06-04,mañana,L2,BAN-250,R-P0043,692.13,14.31,52784,724,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-06-04,mañana,L3,ENV-500,R-P0043,682.82,24.57,26918,653,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-06-04,tarde,L1,ENV-1000,R-P0043,473.19,11.33,12056,192,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-06-04,noche,L1,ENV-1000,R-P0043,572.23,21.81,14403,371,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-05,mañana,L1,ENV-1000,R-P0043,606.81,21.47,15357,366,0,1,0,1,producción estable
Envases del Pacífico S.A.S.,2026-06-05,mañana,L3,ENV-500,R-P0043,461.33,9.34,18467,248,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-05,tarde,L1,ENV-1000,R-P0043,580.84,20.39,14675,347,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-05,tarde,L2,BAN-250,R-P0043,580.76,19.75,43710,1000,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-05,tarde,L3,ENV-500,R-P0043,697.04,22.13,27639,589,0,0,65,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-06-05,noche,L1,ENV-1000,R-P0044,538.66,16.35,13603,277,0,1,0,0,turno normal
Envases del Pacífico S.A.S.,2026-06-05,noche,L2,BAN-250,R-P0044,688.81,17.8,52528,906,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-06-06,mañana,L1,ENV-1000,R-P0044,499.89,13.15,12738,224,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-06-06,mañana,L2,BAN-250,R-P0044,689.1,13.66,52673,693,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-06-06,mañana,L3,ENV-500,R-P0044,595.49,20.24,23382,535,0,0,34,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-06-06,tarde,L1,ENV-1000,R-P0044,633.32,15.0,16253,256,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-06,tarde,L2,BAN-250,R-P0044,530.34,15.8,40115,800,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-06,tarde,L3,ENV-500,R-P0044,621.91,14.2,24716,375,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-06,noche,L1,ENV-1000,R-P0044,623.7,14.63,15964,249,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-06-06,noche,L2,BAN-250,R-P0044,611.96,16.0,46324,808,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-06,noche,L3,ENV-500,R-P0044,475.82,12.41,18917,329,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-06-07,mañana,L1,ENV-500,R-P0044,667.83,23.72,24191,579,1,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-07,tarde,L1,ENV-500,R-P0044,453.07,15.33,16394,373,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-07,tarde,L2,BAN-250,R-P0044,685.26,18.15,51744,915,0,1,27,0,"primeras cajas con rebaba, hubo que purgar más de lo normal"
Envases del Pacífico S.A.S.,2026-06-07,tarde,L3,ENV-500,R-P0045,600.18,21.45,23589,568,0,1,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-06-07,noche,L3,ENV-500,R-P0045,711.5,19.84,28227,526,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-08,mañana,L1,ENV-500,R-P0045,470.58,12.6,17112,306,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-08,mañana,L2,BAN-250,R-P0046,651.79,20.69,49332,1051,0,0,0,1,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-08,mañana,L3,GAL-3800,R-P0046,687.94,22.08,6877,148,1,0,63,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-08,tarde,L2,BAN-250,R-P0046,513.13,14.49,38818,733,0,0,28,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-06-08,tarde,L3,GAL-3800,R-P0046,564.93,15.65,5645,105,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-08,noche,L2,BAN-250,R-P0046,493.64,12.27,37931,629,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-06-08,noche,L3,GAL-3800,R-P0046,419.05,11.89,4201,80,0,0,0,1,producción estable
Envases del Pacífico S.A.S.,2026-06-09,mañana,L3,GAL-3800,R-P0046,495.76,11.68,5005,79,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-09,tarde,L2,BAN-250,R-P0046,513.95,16.73,38997,853,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-09,tarde,L3,GAL-3800,R-P0046,493.12,12.37,4935,83,0,0,47,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-09,noche,L2,BAN-250,R-P0046,676.65,17.77,51616,905,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-09,noche,L3,GAL-3800,R-P0046,666.7,19.57,6647,131,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-06-10,mañana,L1,ENV-500,R-P0046,377.52,11.18,13696,272,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-06-10,mañana,L3,GAL-3800,R-P0046,691.49,20.19,6859,134,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-06-10,tarde,L1,ENV-500,R-P0046,545.05,14.39,19876,350,0,1,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-10,noche,L1,ENV-500,R-P0046,626.73,17.52,22765,426,0,0,44,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-06-10,noche,L2,TAP-38,R-P0046,474.8,18.76,145838,3900,1,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-06-11,mañana,L1,ENV-500,R-P0046,516.19,14.32,18751,348,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-06-11,mañana,L2,TAP-38,R-P0046,378.69,10.85,118550,2273,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-11,mañana,L3,GAL-3800,R-P0047,677.76,19.45,6753,130,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-11,tarde,L1,ENV-500,R-P0047,371.75,12.88,13483,315,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-11,tarde,L2,TAP-38,R-P0047,703.25,17.8,219678,3708,0,0,49,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-06-11,noche,L2,TAP-38,R-P0047,667.88,16.72,208253,3477,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-06-11,noche,L3,GAL-3800,R-P0047,709.93,26.86,7004,179,0,0,0,1,producción estable
Envases del Pacífico S.A.S.,2026-06-12,mañana,L1,ENV-500,R-P0047,492.59,14.96,17831,363,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-06-12,mañana,L2,TAP-38,R-P0047,539.29,14.35,167950,2984,0,1,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-06-12,tarde,L1,ENV-500,R-P0047,422.44,13.74,15223,333,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-12,tarde,L2,TAP-38,R-P0047,479.55,15.6,147989,3234,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-06-12,noche,L2,TAP-38,R-P0047,434.78,18.99,132808,3943,0,1,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-06-13,mañana,L1,ENV-1000,R-P0047,371.06,14.32,9349,244,1,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-06-13,mañana,L2,TAP-38,R-P0047,617.72,21.78,189849,4509,0,1,60,0,producción estable
Envases del Pacífico S.A.S.,2026-06-13,mañana,L3,GAL-3800,R-P0047,517.99,14.79,5178,99,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-06-13,tarde,L2,TAP-38,R-P0047,471.91,10.42,147909,2171,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-06-13,tarde,L3,GAL-3800,R-P0047,611.92,16.47,6115,110,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-13,noche,L1,ENV-1000,R-P0047,410.29,12.09,10361,204,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-06-13,noche,L2,TAP-38,R-P0047,520.34,13.24,162022,2749,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-06-13,noche,L3,GAL-3800,R-P0047,730.43,21.0,7302,140,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-14,mañana,L1,ENV-1000,R-P0047,413.11,11.18,10536,190,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-14,mañana,L2,TAP-38,R-P0047,522.47,12.63,162738,2620,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-06-14,mañana,L3,ENV-500,R-P0047,493.24,18.7,19344,496,1,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-14,tarde,L1,ENV-1000,R-P0047,650.56,13.36,16710,228,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-14,noche,L2,TAP-38,R-P0047,567.76,12.75,178085,2660,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-06-15,mañana,L1,ENV-1000,R-P0047,560.93,15.38,14308,262,0,0,0,0,"arranque con el molde frío, mucha rebaba en las primeras cajas"
Envases del Pacífico S.A.S.,2026-06-15,mañana,L2,TAP-38,R-P0047,512.24,12.39,160010,2578,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-06-15,tarde,L1,ENV-1000,R-P0047,662.18,21.24,16839,363,0,0,78,1,sin novedad
Envases del Pacífico S.A.S.,2026-06-15,tarde,L2,TAP-38,R-P0047,665.35,18.81,205894,3894,0,0,39,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-06-15,noche,L1,ENV-1000,R-P0047,605.86,18.59,15364,316,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-06-15,noche,L3,ENV-500,R-P0048,620.15,15.24,24635,403,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-16,mañana,L1,ENV-1000,R-P0048,531.41,13.27,13574,226,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-06-16,mañana,L2,TAP-38,R-P0048,517.59,18.06,160174,3764,0,0,0,1,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-06-16,mañana,L3,ENV-500,R-P0048,423.84,13.52,16744,359,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-16,tarde,L3,ENV-500,R-P0048,503.74,14.73,19944,391,0,1,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-06-16,noche,L1,ENV-1000,R-P0048,681.7,21.23,17257,361,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-16,noche,L3,ENV-500,R-P0048,464.82,12.3,18430,326,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-06-17,mañana,L1,ENV-500,R-P0048,503.53,18.93,18051,458,1,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-17,mañana,L2,BAN-250,R-P0048,537.1,21.9,40476,1118,1,0,0,0,"primeras cajas con rebaba, hubo que purgar más de lo normal"
Envases del Pacífico S.A.S.,2026-06-17,tarde,L2,BAN-250,R-P0048,524.84,16.71,39693,849,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-06-17,noche,L1,ENV-500,R-P0048,686.9,19.19,24949,466,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-17,noche,L2,BAN-250,R-P0048,434.56,11.16,33220,569,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-06-17,noche,L3,ENV-500,R-P0048,594.24,15.56,23674,414,0,0,24,0,turno normal
Envases del Pacífico S.A.S.,2026-06-18,mañana,L1,ENV-500,R-P0048,619.64,17.59,22481,427,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-06-18,mañana,L2,BAN-250,R-P0048,636.31,14.87,48753,758,0,0,94,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-18,mañana,L3,ENV-500,R-P0048,516.17,15.53,20426,412,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-06-18,tarde,L1,ENV-500,R-P0048,532.03,16.42,19291,399,0,0,0,1,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-06-18,tarde,L2,BAN-250,R-P0048,397.61,9.5,30439,484,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-18,noche,L2,BAN-250,R-P0048,471.67,12.02,35765,608,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-06-18,noche,L3,ENV-500,R-P0048,672.62,21.3,26544,564,0,0,38,0,"primeras cajas con rebaba, hubo que purgar más de lo normal"
Envases del Pacífico S.A.S.,2026-06-19,mañana,L2,BAN-250,R-P0048,469.16,13.29,35546,674,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-19,tarde,L2,BAN-250,R-P0049,751.03,22.31,57385,1142,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-19,tarde,L3,ENV-500,R-P0049,674.73,18.72,26690,495,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-06-19,noche,L1,ENV-500,R-P0049,558.62,15.05,20291,365,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-19,noche,L2,BAN-250,R-P0049,585.26,9.73,44785,492,0,0,72,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-06-20,mañana,L2,BAN-250,R-P0049,593.3,15.44,45139,784,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-20,tarde,L2,BAN-250,R-P0049,551.56,12.51,42295,638,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-06-20,noche,L1,ENV-1000,R-P0049,637.3,22.17,16085,377,1,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-06-20,noche,L2,BAN-250,R-P0049,463.96,17.0,35199,870,0,1,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-06-20,noche,L3,GAL-3800,R-P0049,552.83,18.02,5512,121,1,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-06-21,mañana,L2,BAN-250,R-P0049,543.2,16.08,41640,826,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-21,mañana,L3,GAL-3800,R-P0049,507.95,16.86,5079,113,0,1,0,0,producción estable
Envases del Pacífico S.A.S.,2026-06-21,tarde,L1,ENV-1000,R-P0049,544.96,16.87,13784,286,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-21,tarde,L2,BAN-250,R-P0049,594.44,15.83,45162,803,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-21,noche,L1,ENV-1000,R-P0049,613.29,16.43,15602,279,0,0,83,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-06-21,noche,L2,BAN-250,R-P0049,778.81,21.09,58999,1067,0,0,47,0,producción estable
Envases del Pacífico S.A.S.,2026-06-21,noche,L3,GAL-3800,R-P0049,691.42,19.46,6910,130,0,0,55,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-22,mañana,L1,ENV-1000,R-P0049,464.41,12.62,11764,214,0,0,46,0,"molde tibio al inicio, se estabilizó pasada la media hora"
Envases del Pacífico S.A.S.,2026-06-22,mañana,L2,BAN-250,R-P0049,496.88,16.32,37640,831,0,0,0,1,sin novedad
Envases del Pacífico S.A.S.,2026-06-22,mañana,L3,GAL-3800,R-P0049,516.12,17.38,5115,116,0,0,32,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-22,tarde,L1,ENV-1000,R-P0049,624.16,14.97,15853,253,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-06-22,tarde,L2,BAN-250,R-P0049,569.32,17.89,43041,908,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-22,tarde,L3,GAL-3800,R-P0049,437.6,12.56,4364,84,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-06-22,noche,L1,ENV-1000,R-P0049,535.39,13.2,13692,225,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-06-22,noche,L2,BAN-250,R-P0049,582.58,13.49,44304,683,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-06-22,noche,L3,GAL-3800,R-P0049,568.5,18.01,5684,121,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-23,mañana,L1,ENV-500,R-P0050,495.05,16.85,17759,407,1,0,21,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-23,mañana,L2,BAN-250,R-P0050,621.61,19.92,46964,1011,0,1,19,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-23,mañana,L3,GAL-3800,R-P0050,557.2,17.43,5544,116,0,0,0,1,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-23,tarde,L1,ENV-500,R-P0050,523.78,16.35,18764,393,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-23,tarde,L2,BAN-250,R-P0050,748.14,27.06,56415,1376,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-23,tarde,L3,GAL-3800,R-P0050,617.57,16.23,6176,108,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-06-23,noche,L2,BAN-250,R-P0051,521.75,15.52,39783,793,0,0,0,1,sin novedad
Envases del Pacífico S.A.S.,2026-06-24,mañana,L1,ENV-500,R-P0051,464.47,7.01,17029,170,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-24,mañana,L2,BAN-250,R-P0051,329.16,9.31,25082,474,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-24,noche,L2,BAN-250,R-P0051,779.3,21.2,59037,1073,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-06-24,noche,L3,ENV-500,R-P0051,469.52,17.07,18515,454,1,0,42,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-25,mañana,L1,ENV-500,R-P0051,560.9,14.66,20224,353,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-25,mañana,L2,TAP-38,R-P0051,530.69,17.54,163574,3633,1,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-06-25,mañana,L3,ENV-500,R-P0051,545.36,14.13,21719,375,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-06-25,tarde,L2,TAP-38,R-P0051,634.72,18.4,196485,3813,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-06-25,tarde,L3,ENV-500,R-P0051,610.81,12.84,24415,341,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-25,noche,L1,ENV-500,R-P0051,320.04,10.45,11473,252,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-06-25,noche,L3,ENV-500,R-P0051,729.63,20.15,28894,533,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-06-26,mañana,L3,ENV-500,R-P0051,492.92,17.36,19353,459,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-26,tarde,L2,TAP-38,R-P0051,536.41,14.22,166049,2939,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-26,noche,L3,ENV-500,R-P0051,655.85,19.14,25962,507,0,0,23,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-27,mañana,L1,ENV-500,R-P0051,646.8,14.79,23345,355,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-27,mañana,L2,TAP-38,R-P0051,546.23,15.38,170484,3210,0,0,33,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-06-27,tarde,L1,ENV-500,R-P0051,671.93,14.84,24334,357,0,0,15,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-06-27,tarde,L2,TAP-38,R-P0051,611.37,15.79,190897,3289,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-06-27,tarde,L3,ENV-500,R-P0051,462.05,14.01,18348,373,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-27,noche,L1,ENV-500,R-P0051,503.03,13.67,18190,330,0,0,40,0,producción estable
Envases del Pacífico S.A.S.,2026-06-28,mañana,L1,ENV-500,R-P0051,674.32,17.7,24187,424,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-28,mañana,L2,TAP-38,R-P0051,639.83,19.44,198336,4040,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-28,tarde,L1,ENV-500,R-P0051,575.73,17.74,20624,426,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-06-28,tarde,L2,TAP-38,R-P0051,604.98,22.9,185589,4746,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-28,tarde,L3,ENV-500,R-P0051,564.39,15.49,22373,410,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-28,noche,L1,ENV-500,R-P0051,499.53,10.61,18171,256,0,0,30,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-28,noche,L2,TAP-38,R-P0051,400.53,10.91,124834,2273,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-06-28,noche,L3,ENV-500,R-P0052,310.47,8.19,12371,218,0,0,21,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-29,mañana,L1,ENV-500,R-P0052,596.59,12.93,21701,313,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-29,mañana,L2,BAN-250,R-P0052,535.79,20.16,40412,1027,1,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-29,mañana,L3,ENV-500,R-P0052,663.78,20.46,26319,544,0,0,54,0,turno normal
Envases del Pacífico S.A.S.,2026-06-29,tarde,L1,ENV-500,R-P0052,602.11,16.75,21594,402,0,0,0,1,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-29,tarde,L3,ENV-500,R-P0052,559.46,13.99,22263,371,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-29,noche,L3,ENV-500,R-P0052,662.88,18.33,26263,486,0,0,60,0,turno normal
Envases del Pacífico S.A.S.,2026-06-30,mañana,L1,ENV-1000,R-P0052,594.18,23.01,14936,391,1,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-30,tarde,L1,ENV-1000,R-P0052,572.56,12.96,14665,221,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-06-30,tarde,L2,BAN-250,R-P0052,480.15,11.51,36939,590,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-30,tarde,L3,GAL-3800,R-P0052,587.7,22.0,5819,147,1,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-30,noche,L2,BAN-250,R-P0052,483.09,11.96,36726,606,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-30,noche,L3,GAL-3800,R-P0052,585.98,19.16,5834,128,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-07-01,mañana,L1,ENV-1000,R-P0052,494.25,17.53,12516,299,0,1,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-01,mañana,L2,BAN-250,R-P0053,517.39,20.99,38764,1065,0,1,34,0,turno normal
Envases del Pacífico S.A.S.,2026-07-01,tarde,L1,ENV-1000,R-P0053,676.8,19.58,17231,334,0,0,32,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-01,tarde,L2,BAN-250,R-P0053,686.53,22.23,52074,1133,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-01,tarde,L3,GAL-3800,R-P0053,523.88,15.86,5220,106,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-01,noche,L1,ENV-1000,R-P0053,444.38,13.38,11283,228,0,0,51,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-01,noche,L2,BAN-250,R-P0053,502.65,18.7,37873,951,0,1,0,0,turno normal
Envases del Pacífico S.A.S.,2026-07-01,noche,L3,GAL-3800,R-P0053,614.75,14.28,6154,95,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-02,mañana,L1,ENV-1000,R-P0053,479.53,10.79,12315,184,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-02,tarde,L2,BAN-250,R-P0053,619.49,16.07,47113,815,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-02,tarde,L3,GAL-3800,R-P0053,622.56,24.23,6162,162,0,1,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-02,noche,L1,ENV-1000,R-P0053,460.73,17.44,11610,297,0,0,77,1,producción estable
Envases del Pacífico S.A.S.,2026-07-02,noche,L2,BAN-250,R-P0053,551.08,16.75,41940,854,0,1,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-02,noche,L3,GAL-3800,R-P0053,529.71,16.06,5275,107,0,0,76,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-03,mañana,L1,ENV-500,R-P0053,464.74,16.57,16566,398,1,0,78,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-07-03,mañana,L2,BAN-250,R-P0053,568.43,13.16,43199,665,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-03,tarde,L2,BAN-250,R-P0053,576.33,20.47,43485,1041,0,1,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-07-03,tarde,L3,GAL-3800,R-P0053,489.95,12.16,4921,81,0,0,60,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-03,noche,L1,ENV-500,R-P0053,666.09,22.13,23823,532,0,0,89,0,producción estable
Envases del Pacífico S.A.S.,2026-07-03,noche,L3,GAL-3800,R-P0053,622.98,16.52,6227,110,0,0,0,0,producción estable
