planta,fecha,hora_inicio,turno,linea,maquina,duracion_min,codigo_falla,categoria_falla,comentario_operario
Envases del Pacífico S.A.S.,2026-03-04,07:34,mañana,L1,SOP-01,1.7,OPE-08,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-03-04,10:02,mañana,L1,SOP-02,74.2,MEC-04,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-03-04,10:11,mañana,L2,INY-03,20.9,ELE-03,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-03-04,12:32,mañana,L2,INY-03,13.8,MEC-01,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-03-04,16:35,tarde,L2,INY-03,3.8,OPE-03,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-03-04,18:27,tarde,L2,INY-03,3.8,,,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-03-05,03:50,noche,L2,INY-03,4.2,,,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-03-05,07:41,mañana,L1,SOP-01,48.0,OPE-04,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-03-05,10:25,mañana,L1,SOP-01,2.0,MEC-06,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-03-05,10:33,mañana,L3,EMP-06,17.5,MEC-04,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-03-05,10:49,mañana,L1,SOP-02,1.7,CAL-06,Calidad,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-03-05,12:16,mañana,L1,SOP-01,3.7,CAL-05,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-03-05,15:08,tarde,L3,EMP-07,1.8,MEC-02,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-03-05,15:09,tarde,L1,SOP-02,3.8,CAL-01,Calidad,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-03-05,16:13,tarde,L3,EMP-07,3.6,MPR-05,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-03-05,20:38,tarde,L1,SOP-02,2.8,OPE-04,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-03-06,03:31,noche,L2,INY-04,15.5,,,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-03-06,05:00,noche,L2,INY-04,9.8,OPE-04,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-03-06,06:51,mañana,L3,EMP-06,1.7,,,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-03-06,09:37,mañana,L2,INY-05,36.7,ELE-07,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-03-06,12:43,mañana,L2,INY-03,19.1,MEC-02,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-03-06,16:49,tarde,L1,SOP-02,76.2,MEC-05,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-03-06,17:27,tarde,L3,EMP-07,4.0,MEC-06,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-03-06,23:45,noche,L3,EMP-06,20.2,CAL-06,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-03-07,00:16,noche,L2,INY-04,8.3,MEC-05,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-03-07,01:37,noche,L3,EMP-06,3.9,MEC-05,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-03-07,01:54,noche,L2,INY-05,44.7,MEC-08,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-03-07,02:10,noche,L3,EMP-07,10.6,,,falla del variador
Envases del Pacífico S.A.S.,2026-03-07,02:23,noche,L2,INY-05,3.4,OPE-03,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-03-07,02:48,noche,L2,INY-03,11.6,MEC-03,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-03-07,03:48,noche,L2,INY-03,4.1,,,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-03-07,04:58,noche,L3,EMP-07,2.1,,,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-03-07,05:35,noche,L3,EMP-06,3.0,OPE-08,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-03-07,05:45,noche,L2,INY-04,30.9,MEC-07,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-03-07,10:36,mañana,L2,INY-04,21.1,MEC-01,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-03-07,11:52,mañana,L1,SOP-02,2.4,MEC-03,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-03-07,15:38,tarde,L3,EMP-06,70.1,OPE-01,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-03-07,15:58,tarde,L2,INY-03,13.0,OPE-01,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-03-07,16:56,tarde,L3,EMP-06,1.7,MEC-04,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-03-07,21:13,tarde,L1,SOP-01,35.0,,,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-03-07,22:24,noche,L2,INY-05,3.2,MPR-07,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-03-07,23:04,noche,L3,EMP-07,55.9,MEC-06,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-03-08,01:06,noche,L3,EMP-07,22.3,MEC-04,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-03-08,05:08,noche,L2,INY-05,14.3,OPE-04,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-03-08,05:51,noche,L2,INY-04,1.9,OPE-05,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-03-08,08:59,mañana,L2,INY-04,17.6,MEC-06,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-03-08,15:26,tarde,L1,SOP-02,2.0,MEC-02,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-03-08,15:32,tarde,L1,SOP-02,5.0,,,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-03-08,17:48,tarde,L1,SOP-01,3.9,,,falla del variador
Envases del Pacífico S.A.S.,2026-03-08,20:19,tarde,L1,SOP-02,40.5,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-03-08,21:36,tarde,L1,SOP-01,16.2,OPE-07,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-03-09,02:30,noche,L3,EMP-07,20.2,,,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-03-09,02:32,noche,L2,INY-04,20.0,MPR-05,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-03-09,12:22,mañana,L3,EMP-06,4.5,MEC-08,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-03-09,14:06,tarde,L1,SOP-02,2.5,MEC-01,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-03-09,17:06,tarde,L3,EMP-06,46.3,MEC-07,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-03-09,18:33,tarde,L3,EMP-06,20.7,OPE-06,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-03-09,22:20,noche,L3,EMP-07,4.7,MEC-05,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-03-10,03:36,noche,L3,EMP-07,20.3,OPE-03,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-03-10,12:44,mañana,L1,SOP-02,23.4,CAL-03,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-03-10,13:06,mañana,L3,EMP-07,1.2,MEC-06,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-03-10,16:17,tarde,L3,EMP-07,22.7,OPE-02,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-03-10,18:13,tarde,L3,EMP-06,12.5,MPR-08,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-03-10,18:26,tarde,L3,EMP-06,25.0,ELE-02,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-03-10,18:55,tarde,L1,SOP-02,5.7,,,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-03-10,20:00,tarde,L1,SOP-01,86.4,ELE-07,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-03-11,00:57,noche,L1,SOP-01,2.0,CAL-05,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-03-11,08:18,mañana,L1,SOP-01,1.3,OPE-02,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-03-12,06:13,mañana,L3,EMP-06,66.8,CAL-02,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-03-12,06:23,mañana,L1,SOP-01,3.4,,,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-03-12,11:36,mañana,L3,EMP-07,4.8,OPE-06,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-03-12,12:17,mañana,L3,EMP-07,29.7,OPE-08,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-03-12,23:25,noche,L1,SOP-01,13.2,ELE-01,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-03-13,00:12,noche,L3,EMP-06,31.6,,,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-03-13,14:47,tarde,L3,EMP-07,66.7,ELE-02,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-03-13,21:31,tarde,L3,EMP-07,8.9,OPE-07,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-03-13,22:42,noche,L1,SOP-01,21.1,OPE-08,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-03-13,23:49,noche,L1,SOP-02,10.0,CAL-03,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-03-14,01:01,noche,L1,SOP-02,20.5,MPR-02,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-03-14,01:48,noche,L1,SOP-01,2.6,ELE-02,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-03-14,03:06,noche,L2,INY-03,37.0,ELE-08,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-03-14,03:40,noche,L2,INY-04,3.7,,,paro sin causa aparente
Envases del Pacífico S.A.S.,2026-03-14,04:47,noche,L1,SOP-02,84.6,MPR-03,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-03-14,04:59,noche,L1,SOP-01,15.0,MPR-05,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-03-14,05:10,noche,L2,INY-05,3.8,MEC-02,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-03-14,07:48,mañana,L1,SOP-01,102.5,OPE-04,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-03-14,12:12,mañana,L1,SOP-01,29.4,OPE-01,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-03-14,14:37,tarde,L3,EMP-06,2.2,,,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-03-14,19:03,tarde,L3,EMP-07,26.3,MPR-02,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-03-14,20:08,tarde,L1,SOP-01,26.5,MPR-05,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-03-14,22:37,noche,L3,EMP-07,32.7,OPE-01,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-03-14,22:43,noche,L2,INY-04,21.9,MEC-02,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-03-14,23:29,noche,L1,SOP-01,2.4,OPE-03,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-03-14,23:30,noche,L1,SOP-01,22.1,CAL-05,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-03-15,02:49,noche,L2,INY-04,4.9,MPR-04,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-03-15,05:47,noche,L2,INY-05,104.0,,,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-03-15,20:31,tarde,L2,INY-03,16.4,MEC-04,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-03-16,01:49,noche,L1,SOP-01,51.7,MEC-03,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-03-16,03:44,noche,L1,SOP-01,34.7,,,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-03-16,05:28,noche,L2,INY-05,26.0,,,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-03-16,10:29,mañana,L1,SOP-02,1.5,,,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-03-16,13:20,mañana,L2,INY-05,2.6,MPR-07,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-03-16,15:53,tarde,L2,INY-03,13.9,MEC-07,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-03-16,16:58,tarde,L3,EMP-06,64.4,CAL-05,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-03-16,18:16,tarde,L1,SOP-01,51.6,,,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-03-16,20:14,tarde,L2,INY-05,3.0,,,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-03-16,21:32,tarde,L3,EMP-07,31.3,OPE-08,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-03-16,22:44,noche,L2,INY-04,47.0,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-03-17,03:29,noche,L3,EMP-07,4.5,MEC-04,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-03-17,13:10,mañana,L1,SOP-02,119.2,,,no se pudo determinar el origen
Envases del Pacífico S.A.S.,2026-03-17,19:18,tarde,L2,INY-05,40.8,MPR-06,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-03-17,21:01,tarde,L2,INY-05,2.0,OPE-01,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-03-17,21:18,tarde,L2,INY-05,31.1,ELE-03,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-03-17,23:35,noche,L1,SOP-02,9.0,MPR-05,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-03-18,04:16,noche,L2,INY-03,74.1,OPE-03,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-03-18,04:32,noche,L2,INY-03,1.4,MEC-07,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-03-18,06:07,mañana,L1,SOP-02,3.9,OPE-05,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-03-18,11:05,mañana,L3,EMP-07,26.3,CAL-02,Calidad,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-03-18,11:05,mañana,L3,EMP-07,2.4,OPE-02,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-03-18,13:58,mañana,L1,SOP-01,1.1,OPE-02,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-03-18,19:52,tarde,L2,INY-04,3.5,MEC-06,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-03-19,01:25,noche,L3,EMP-06,58.3,MEC-03,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-03-19,02:54,noche,L3,EMP-06,4.6,OPE-02,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-03-19,05:09,noche,L1,SOP-02,22.5,MPR-05,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-03-19,06:51,mañana,L1,SOP-01,3.9,CAL-06,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-03-19,11:05,mañana,L3,EMP-07,4.8,OPE-02,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-03-19,11:49,mañana,L1,SOP-02,32.3,MEC-03,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-03-19,16:29,tarde,L2,INY-03,6.2,,,no se pudo determinar el origen
Envases del Pacífico S.A.S.,2026-03-19,19:20,tarde,L1,SOP-02,1.6,MEC-04,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-03-19,19:41,tarde,L2,INY-03,2.3,,,no se pudo determinar el origen
Envases del Pacífico S.A.S.,2026-03-19,20:25,tarde,L2,INY-05,28.4,OPE-04,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-03-19,21:00,tarde,L2,INY-05,5.0,ELE-07,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-03-19,21:18,tarde,L2,INY-05,3.5,CAL-03,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-03-19,21:24,tarde,L1,SOP-02,28.3,,,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-03-20,02:59,noche,L3,EMP-06,14.2,,,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-03-20,03:20,noche,L3,EMP-06,4.5,MEC-02,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-03-20,05:02,noche,L3,EMP-06,20.3,OPE-04,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-03-20,07:52,mañana,L1,SOP-02,45.3,ELE-05,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-03-20,08:29,mañana,L1,SOP-02,26.0,,,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-03-20,10:06,mañana,L3,EMP-07,33.0,CAL-06,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-03-20,12:43,mañana,L2,INY-03,8.9,MPR-06,Materia prima,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-03-20,14:48,tarde,L2,INY-03,31.1,CAL-03,Calidad,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-03-20,17:21,tarde,L3,EMP-07,52.8,OPE-07,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-03-20,17:56,tarde,L2,INY-05,19.5,MEC-02,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-03-20,18:09,tarde,L3,EMP-07,10.8,,,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-03-20,18:31,tarde,L1,SOP-02,15.3,MEC-05,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-03-20,19:53,tarde,L2,INY-04,1.6,,,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-03-20,22:01,noche,L2,INY-03,49.2,,,no se pudo determinar el origen
Envases del Pacífico S.A.S.,2026-03-20,23:00,noche,L3,EMP-06,3.2,OPE-08,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-03-20,23:12,noche,L3,EMP-06,9.8,OPE-06,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-03-20,23:17,noche,L2,INY-05,1.1,ELE-08,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-03-21,00:24,noche,L3,EMP-07,31.2,,,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-03-21,00:58,noche,L3,EMP-07,4.5,,,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-03-21,01:28,noche,L2,INY-04,2.5,OPE-02,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-03-21,01:45,noche,L2,INY-04,1.8,,,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-03-21,02:39,noche,L2,INY-04,32.7,MPR-06,Materia prima,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-03-21,04:02,noche,L3,EMP-06,4.7,OPE-06,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-03-21,11:31,mañana,L2,INY-03,10.4,MPR-07,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-03-22,04:54,noche,L2,INY-04,21.1,,,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-03-22,06:41,mañana,L3,EMP-07,55.4,OPE-01,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-03-22,10:53,mañana,L3,EMP-06,2.3,MPR-06,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-03-22,22:09,noche,L1,SOP-01,4.9,,,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-03-22,22:44,noche,L1,SOP-02,5.0,ELE-06,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-03-23,01:27,noche,L1,SOP-02,17.3,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-03-23,02:42,noche,L1,SOP-02,41.5,MPR-07,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-03-23,05:28,noche,L1,SOP-01,38.7,,,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-03-23,05:56,noche,L1,SOP-01,13.0,OPE-07,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-03-23,08:02,mañana,L3,EMP-06,2.1,CAL-08,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-03-23,09:16,mañana,L3,EMP-07,32.5,OPE-01,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-03-23,09:18,mañana,L2,INY-04,3.3,OPE-08,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-03-24,06:25,mañana,L3,EMP-06,1.8,MEC-08,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-03-24,07:15,mañana,L1,SOP-02,4.3,ELE-04,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-03-24,12:45,mañana,L3,EMP-06,2.2,,,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-03-24,14:55,tarde,L2,INY-03,35.1,OPE-02,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-03-24,15:17,tarde,L2,INY-03,56.2,OPE-02,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-03-24,15:37,tarde,L2,INY-05,50.4,OPE-07,Operativa,"atasco en la tolva, se destapó a mano"
